applicant_id,age,gender,income,loan_amount,credit_score,existing_loans,employment_years,education,self_employed,loan_term,loan_approved
APP00852,53,Male,74600,76600,733,2,14,PhD,No,60,1
APP00853,59,Male,53355,411500,739,2,30,Bachelor,No,36,0
APP00854,30,Male,23240,334900,572,0,12,High School,No,60,0
APP00855,32,Male,84817,176900,701,0,12,Bachelor,No,60,1
APP00856,54,Female,103972,91800,727,1,2,High School,Yes,60,1
APP00857,30,Male,80190,130400,608,1,8,Bachelor,Yes,36,0
APP00858,23,Female,40387,66100,681,2,5,PhD,Yes,84,1
APP00859,47,Female,81252,302700,672,1,14,Master,No,24,0
APP00860,53,Female,88374,74500,809,1,28,High School,Yes,60,0
APP00861,59,Female,121003,210800,815,1,16,Bachelor,No,24,1
APP00862,58,Male,40451,113200,563,2,16,High School,No,36,0
APP00863,25,Female,54187,82100,850,2,7,High School,No,12,0
APP00864,51,Male,83983,205200,616,1,17,Bachelor,No,48,0
APP00865,54,Female,61570,149800,749,1,2,Bachelor,Yes,60,0
APP00866,48,Male,36290,285400,748,0,1,Master,No,60,0
APP00867,53,Male,72307,89600,610,1,14,Master,No,60,1
APP00868,54,Female,77847,118700,715,2,18,High School,No,60,0
APP00869,38,Male,62423,48400,672,3,17,Master,No,36,0
APP00870,22,Female,66232,54100,719,0,4,Bachelor,No,24,0
APP00871,39,Male,53406,483900,696,0,9,Bachelor,No,60,0
APP00872,29,Male,116696,566200,764,4,11,Master,No,60,0
APP00873,25,Female,40006,189400,685,1,7,High School,No,60,0
APP00874,25,Female,46065,114400,668,0,1,Bachelor,Yes,36,0
APP00875,48,Male,60297,152800,757,1,14,Master,Yes,72,0
APP00876,41,Male,89110,291000,721,2,22,Bachelor,Yes,24,0
APP00877,42,Male,30586,135600,731,3,24,Master,No,60,1
APP00878,50,Female,33272,205100,633,1,8,High School,No,24,0
APP00879,42,Female,23984,178700,607,0,24,Master,No,60,0
APP00880,46,Male,60889,131600,640,2,20,High School,No,48,0
APP00881,24,Male,36274,134800,637,0,6,High School,No,60,0
APP00882,55,Male,50466,211500,735,2,19,Bachelor,No,24,0
APP00883,38,Male,80799,105200,748,3,20,Master,No,60,0
APP00884,27,Female,44954,230800,669,1,7,High School,No,36,0
APP00885,53,Female,66581,138900,780,1,4,Master,No,60,1
APP00886,50,Male,52439,193100,776,1,13,High School,No,24,0
APP00887,23,Female,81190,385300,697,1,2,Bachelor,No,24,0
APP00888,28,Male,74303,164100,622,3,10,Bachelor,No,60,0
APP00889,21,Male,43947,298500,790,3,3,High School,Yes,24,0
APP00890,31,Male,55615,67200,676,0,13,Master,No,36,1
APP00891,24,Male,95969,139000,689,1,6,Bachelor,No,72,0
APP00892,49,Male,71619,182800,656,1,2,Bachelor,No,72,0
APP00893,41,Female,31999,518400,618,0,19,Bachelor,Yes,72,0
APP00894,60,Female,80590,61300,577,1,13,Bachelor,No,48,0
APP00895,50,Male,36828,170700,724,1,8,Bachelor,No,60,1
APP00896,45,Female,113293,401100,625,0,9,Master,No,72,0
APP00897,41,Female,95125,116900,850,0,16,Bachelor,No,36,1
APP00898,23,Female,68360,160100,604,1,5,Bachelor,No,60,0
APP00899,23,Female,64399,216000,592,0,5,Bachelor,Yes,24,0
APP00900,45,Male,54613,199200,716,0,19,Bachelor,No,84,1
APP00901,21,Female,81425,425900,787,1,3,Bachelor,Yes,60,0
APP00902,22,Female,50780,230400,685,0,0,Bachelor,No,60,0
APP00903,29,Female,66710,373600,720,2,11,Bachelor,No,60,0
APP00904,56,Male,88829,147700,551,1,18,Master,Yes,36,0
APP00905,39,Male,46597,119800,633,1,10,PhD,Yes,48,0
APP00906,49,Male,45470,159000,605,1,22,PhD,No,60,0
APP00907,37,Male,35054,95100,547,3,19,Master,No,60,0
APP00908,27,Male,37164,234800,688,1,9,Bachelor,No,60,0
APP00909,35,Male,26353,145600,523,1,2,Master,Yes,36,0
APP00910,24,Female,83327,124400,587,1,1,High School,No,60,1
APP00911,51,Male,135417,236800,642,1,19,Bachelor,No,48,1
APP00912,28,Female,113948,96000,622,0,9,Bachelor,No,36,0
APP00913,36,Male,28864,275000,708,2,7,High School,Yes,84,0
APP00914,60,Female,83140,138400,701,1,13,PhD,No,60,1
APP00915,44,Male,113783,340500,743,0,22,Master,No,60,0
APP00916,39,Female,48851,145000,733,1,5,Bachelor,No,84,1
APP00917,42,Male,62803,254800,760,1,24,Bachelor,No,48,1
APP00918,52,Male,24308,198700,680,2,13,Bachelor,No,84,0
APP00919,31,Male,67652,271000,701,0,4,Bachelor,No,60,0
APP00920,46,Female,37179,191200,716,2,2,Master,No,60,0
APP00921,55,Male,65640,72100,690,1,26,PhD,No,36,1
APP00922,43,Female,29719,313500,652,0,3,Bachelor,No,24,0
APP00923,38,Female,76603,171500,657,1,12,High School,No,60,0
APP00924,26,Male,95142,277900,623,1,8,Bachelor,No,12,0
APP00925,30,Male,42179,263100,710,0,12,High School,No,24,0
APP00926,58,Male,35972,117600,673,1,8,Bachelor,No,60,1
APP00927,42,Male,22740,108800,634,1,3,High School,No,60,0
APP00928,33,Male,53221,258100,634,4,15,High School,No,36,0
APP00929,37,Male,46184,152300,595,1,15,Bachelor,No,72,0
APP00930,44,Female,29856,301300,749,1,1,High School,No,84,0
APP00931,42,Male,73567,163200,686,0,5,Master,No,72,1
APP00932,48,Male,49002,316000,620,0,17,High School,No,72,0
APP00933,31,Female,36976,227200,737,1,5,Master,No,60,0
APP00934,46,Female,46749,210900,641,2,12,High School,Yes,36,0
APP00935,38,Male,97167,146500,582,1,3,High School,No,48,0
APP00936,58,Male,78702,204500,751,2,24,High School,No,84,0
APP00937,27,Male,56590,346900,642,0,9,Master,No,60,0
APP00938,26,Female,79277,174700,651,1,8,Bachelor,No,72,0
APP00939,39,Female,35585,241100,683,0,1,Bachelor,No,84,0
APP00940,41,Male,60880,184600,760,1,11,High School,No,36,1
APP00941,48,Male,64113,192800,681,1,8,PhD,No,48,0
APP00942,37,Male,48566,464400,596,1,19,High School,No,60,0
APP00943,57,Female,72988,348600,718,1,25,Bachelor,No,12,0
APP00944,39,Male,42231,188000,646,0,7,Master,No,60,1
APP00945,26,Male,75472,202500,812,1,8,High School,No,72,0
APP00946,25,Male,76913,122400,680,2,7,Bachelor,No,60,0
APP00947,59,Male,18000,163700,524,0,25,Master,No,36,0
APP00948,26,Female,102512,213400,705,0,2,Bachelor,No,60,1
APP00949,58,Male,18000,287400,816,0,30,High School,Yes,36,0
APP00950,32,Male,45473,271800,790,1,13,Bachelor,Yes,72,0
APP00951,24,Female,95178,97800,808,2,6,High School,No,24,0
APP00952,33,Female,52017,308100,609,1,5,Master,Yes,72,0
APP00953,45,Male,31018,171400,744,1,27,Bachelor,No,60,0
APP00954,38,Male,36677,104600,629,1,20,Bachelor,No,48,0
APP00955,52,Female,95245,375400,696,2,4,High School,Yes,60,0
APP00956,45,Male,25271,402500,591,1,13,Bachelor,No,36,0
APP00957,37,Female,99722,208100,635,1,19,Bachelor,No,60,0
APP00958,46,Female,58531,265800,633,0,18,High School,No,72,0
APP00959,59,Female,35085,274500,743,1,5,Master,No,72,0
APP00960,37,Male,46152,387900,736,0,11,Bachelor,No,36,0
APP00961,27,Female,37962,268600,699,3,9,Master,Yes,60,0
APP00962,37,Female,88601,86700,585,1,8,Bachelor,Yes,72,0
APP00963,54,Male,83424,543700,658,2,29,High School,No,72,0
APP00964,29,Female,27680,323500,628,2,6,Master,No,48,0
APP00965,58,Female,50035,136000,741,4,21,Master,No,12,1
APP00966,44,Female,40687,102200,762,0,26,Bachelor,No,84,1
APP00967,45,Male,107385,237600,754,0,24,High School,Yes,48,1
APP00968,33,Male,32681,154500,627,2,15,Master,No,48,0
APP00969,57,Female,123501,215800,488,0,4,High School,No,72,0
APP00970,22,Male,59108,270900,556,0,4,Bachelor,No,36,1
APP00971,32,Female,35569,131800,780,2,14,Bachelor,No,72,1
APP00972,37,Female,44237,97400,652,3,19,High School,No,24,0
APP00973,40,Female,41830,222600,627,3,22,High School,Yes,72,0
APP00974,39,Male,33810,134200,795,2,12,High School,No,84,0
APP00975,26,Female,62616,195100,769,1,8,Master,No,84,0
APP00976,30,Male,34528,86000,682,1,0,Bachelor,No,84,0
APP00977,24,Female,22492,156700,659,1,6,Bachelor,No,72,0
APP00978,43,Male,50577,266700,671,2,16,PhD,No,36,0
APP00979,35,Male,26657,251200,696,0,3,Bachelor,No,84,0
APP00980,43,Female,42772,116700,792,0,4,Bachelor,Yes,84,1
APP00981,44,Female,39855,94700,710,2,1,Bachelor,No,60,0
APP00982,49,Female,40540,181600,731,0,6,Bachelor,No,48,1
APP00983,42,Male,147640,245100,762,0,24,Bachelor,No,24,1
APP00984,46,Female,61543,224900,598,0,21,PhD,No,60,0
APP00985,44,Female,67005,135800,733,2,26,Master,Yes,60,0
APP00986,47,Female,26976,212000,659,1,7,Bachelor,No,48,0
APP00987,45,Female,44704,411300,504,1,18,Bachelor,No,48,0
APP00988,33,Male,66104,201500,531,3,15,Master,No,60,0
APP00989,30,Male,37838,73300,609,1,10,High School,No,12,1
APP00990,52,Female,90285,201300,717,1,20,Master,No,84,0
APP00991,34,Female,34922,554000,688,0,16,Bachelor,Yes,36,0
APP00992,42,Male,52746,88700,693,0,24,Master,No,36,1
APP00993,28,Male,46091,183000,817,1,10,Master,No,12,0
APP00994,38,Female,64605,158900,591,1,19,Bachelor,No,72,1
APP00995,42,Female,44976,189700,678,2,18,High School,No,72,0
APP00996,46,Male,53114,200300,701,1,26,Master,No,24,0
APP00997,42,Female,53952,337000,628,1,21,Bachelor,No,36,0
APP00998,35,Female,43115,188600,682,1,11,Bachelor,Yes,60,0
APP00999,59,Male,74637,363400,568,1,19,Bachelor,No,36,0
APP01000,41,Male,66794,168700,779,2,17,Bachelor,No,72,1
